Title,Release Date,Developer,Publisher,Genre,Age Rating,Platform
Street Fighter Alpha 3,2/7/2006,Capcom,Capcom,2D Fighting,Teen,PlayStation
Front Mission 1st Remake,11/30/2022,MegaPixel Studio,Forever Entertainment,Turn-Based Tactics,Teen,Nintendo Switch
Soul Nomad & the World Eaters,9/25/2007,Nippon Ichi Software,NIS America,Turn-Based Tactics,Teen,PlayStation 2
TMNT,3/20/2007,Ubisoft Montreal,Ubisoft,3D Beat-'Em-Up,Everyone +10,Xbox 360
Sparc,8/29/2017,CCP,Sony Interactive Entertainment,Future Sport,Everyone,PlayStation 4
Silpheed: The Lost Planet,4/23/2001,Treasure,Working Designs,Vertical Shoot-'Em-Up,Teen,PlayStation 2
Conan Exiles,5/8/2018,Funcom,Maximum Games,Survival,Mature,PC
Tales of Xillia,8/6/2013,Bandai Namco Games,Namco Bandai Games,Action RPG,Teen,PlayStation 3
A Total War Saga: TROY,8/13/2020,Creative Assembly,Sega,Real-Time Strategy,Teen,PC
Deadlight,8/1/2012,Tequila Works,Microsoft Game Studios,2D Platformer,Mature,Xbox 360
Monster Energy Supercross - The Official Videogame 5,3/17/2022,Milestone S.r.l,Milestone S.r.l,Auto Racing Sim,Everyone,PC
Overland,9/19/2019,22nd Century Toys,Finji,Turn-Based Tactics,Everyone +10,PC
Power Rangers: Battle for the Grid,3/26/2019,nWay,nWay,2D Fighting,Teen,PlayStation 4
Super Stardust Portable,12/4/2008,Housemarque,SCEA,Top-Down Shoot-'Em-Up,Everyone,PSP
Mega Man Star Force 2: Zerker x Saurian,6/24/2008,Capcom,Capcom,Action RPG,Everyone,DS
WWII Aces,3/21/2008,Arcade Moon,Destineer,Aircraft Combat Sim,Teen,Wii
Shadow Tactics: Blades of the Shogun,12/6/2016,Mimimi Games,Daedalic Entertainment,Real-Time Tactics,Mature,PlayStation 4
Sudeki,7/20/2004,Climax Studios,Microsoft Game Studios,Action RPG,Mature,Xbox
Steep: Road to the Olympics,12/5/2017,Ubisoft Annecy,Ubisoft,Skiing,Teen,PlayStation 4
Olympic Games Tokyo 2020: The Official Video Game,6/22/2021,Sega,Sega,Athletics,Everyone +10,PlayStation 4
Mass Effect: Pinnacle Station,8/20/2009,Demiurge Studios,Electronic Arts,Western RPG,Mature,Xbox 360
GT Pro Series,11/14/2006,MTO,Ubisoft,Auto Racing Sim,Everyone,Wii
Dungeons & Dragons: Dragonshard,10/2/2005,Liquid Entertainment,Atari SA,Real-Time Strategy,Teen,PC
Super Lucky's Tale,11/7/2017,Playful Corp.,Microsoft Game Studios,3D Platformer,Everyone,Xbox One
Lineage II,4/27/2004,NCSOFT,NCSOFT,MMORPG,Teen,PC
Art Academy: Home Studio,6/25/2015,Headstrong Games,Nintendo,Edutainment,Everyone,Wii U
Fishing Resort,11/22/2011,Prope,XSEED Games,Fishing,Everyone,Wii
Flame Over,3/10/2015,Laughing Jackal,Laughing Jackal,Top-Down Shoot-'Em-Up,Everyone,PlayStation Vita
Hitman HD Trilogy,1/29/2013,Io Interactive,Square Enix,Compilation,Mature,PlayStation 3
Project: Snowblind,2/22/2005,Crystal Dynamics,Eidos Interactive,FPS,Teen,PlayStation 2
Yu-Gi-Oh! Legacy of the Duelist: Link Evolution,8/20/2019,Konami,Konami,Card Battle,Teen,Nintendo Switch
Sphinx and the Cursed Mummy,11/10/2003,Eurocom,THQ,Action Adventure,Teen,PlayStation 2
Kingdom Under Fire: Circle of Doom,1/8/2008,Blueside,Microsoft Game Studios,Action RPG,Mature,Xbox 360
DreamWorks Over the Hedge,5/9/2006,Edge of Reality,Activision,3D Platformer,Everyone +10,Xbox
Lionheart: Legacy of the Crusader,8/13/2003,Reflexive Entertainment,Interplay,Western RPG,Teen,PC
Psychotoxic,2/25/2005,NuClearVision,Whiptail Interactive,FPS,Mature,PC
Beat Down: Fists of Vengeance,8/23/2005,Cavia Inc.,Capcom,3D Beat-'Em-Up,Mature,Xbox
One Piece: Pirate Warriors,9/25/2012,Omega Force,Namco Bandai Games,3D Beat-'Em-Up,Teen,PlayStation 3
Fur Fighters,7/13/2000,Bizarre Creations,Acclaim,Third Person Shooter,Teen,PC
Stolen (2005),4/22/2005,Blue 52,Hip Games,Action Adventure,Teen,PlayStation 2
Quake,6/22/1996,id Software,id Software,FPS,Mature,PC
Stick it to the Man!,11/19/2013,Zoink!,Ripstone,3D Platformer,Teen,PlayStation 3
Darkened Skye,11/16/2002,Boston Animation,Simon & Schuster,Action Adventure,Teen,PC
Shadow Man: 2econd Coming,2/28/2002,Acclaim Studios Teeside,Acclaim,Survival,Mature,PlayStation 2
Forza Motorsport,10/10/2023,Turn 10,Xbox Game Studios,Auto Racing Sim,Everyone,Xbox Series X
Restaurant Empire II,5/26/2009,Enlight Software,Paradox Interactive,Tycoon,Everyone,PC
Dynasty Warriors Vol. 2,10/24/2006,Omega Force,Koei,3D Beat-'Em-Up,Teen,PSP
Disciples II: Guardians of the Light,6/14/2003,Strategy First,Strategy First,Turn-Based Strategy,Teen,PC
Yu-Gi-Oh! The Dawn of Destiny,3/23/2004,KCEJ,Konami,Card Battle,Everyone,Xbox
Arizona Sunshine,7/5/2017,Jaywalkers Interactive,Vertigo Games,Light Gun,Mature,PC
Ice Age: Dawn Of The Dinosaurs,6/30/2009,Activision,Activision,3D Platformer,Everyone +10,iOS (iPhone/iPad)
Aegis Wing,5/16/2007,Carbonated Games,Microsoft Game Studios,Horizontal Shoot-'Em-Up,Everyone,Xbox 360
Dragon Ball Z Budokai HD Collection,11/6/2012,Pyramid,Namco Bandai Games,Compilation,Teen,Xbox 360
Elebits,12/12/2006,Konami,Konami,Action,Everyone,Wii
Destiny: The Taken King,9/15/2015,Bungie,Activision,FPS,Teen,Xbox One
Arcade Classics Anniversary Collection,4/18/2019,Konami,Konami,Compilation,Teen,Xbox One
Hot Shots Golf: World Invitational,2/7/2012,Clap Hanz,SCEA,Golf,Everyone,PlayStation 3
Like a Dragon: Ishin!,2/21/2023,Ryu ga Gotoku Studios,Sega,Open-World Action,Mature,PlayStation 4
Picross e2,7/25/2013,Jupiter Corporation,Jupiter Corporation,Logic Puzzle,Everyone,3DS
Aquanox,11/19/2001,Massive Development,Fishtank Interactive,Marine Combat Sim,Teen,PC
Bloody Roar 4,11/11/2003,Eighting,Hudson,3D Fighting,Mature,PlayStation 2
Farming Simulator 22,11/22/2021,Giants Software,Giants Software,Virtual Career,Everyone,PC
Legendary Eleven,6/8/2018,Eclipse Games,Eclipse Games,Soccer,Everyone,Nintendo Switch
Meet Your Maker,4/4/2023,Behaviour Interactive,Behaviour Interactive,Sandbox,Mature,Xbox Series X
Earth Atlantis,10/5/2017,Pixel Perfex,Headup Games,Horizontal Shoot-'Em-Up,Everyone,Nintendo Switch
Shrek 2,4/28/2004,"Luxoflux, Inc.",Activision,3D Platformer,Everyone,PlayStation 2
Luxor 2,4/4/2007,MumboJumbo,MumboJumbo,Puzzle,Everyone,Xbox 360
Hey! Pikmin,7/28/2017,Arzest,Nintendo,2D Platformer,Everyone +10,3DS
Spirit of the North: Enhanced Edition,11/26/2020,Infuse Studio,Merge Games,Third-Person Adventure,Everyone,PlayStation 5
Microsoft Flight Simulator 2004: A Century of Flight,7/29/2003,Microsoft Game Studios,Microsoft Game Studios,Aircraft Sim,Everyone,PC
Capcom Classics Collection Volume 2,11/24/2006,Digital Eclipse,Capcom,Compilation,Teen,PlayStation 2
Tournament of Legends,7/6/2010,High Voltage Software,Sega Europe,3D Fighting,Teen,Wii
Syndicate (2012),2/21/2012,Starbreeze,Electronic Arts,Tactical FPS,Mature,PlayStation 3
Halo Infinite,11/15/2021,343 Industries,Xbox Game Studios,FPS,Teen,PC
Final Fantasy IV,12/12/2005,TOSE,Nintendo,JRPG,Everyone +10,Game Boy Advance
Battlefield 1,10/21/2016,EA DICE,EA Games,Tactical FPS,Mature,Xbox One
Let's TAP,6/12/2009,Prope,Sega,Party,Everyone,Wii
JSRF: Jet Set Radio Future,2/25/2002,Smilebit,Sega,3D Platformer,Teen,Xbox
Left 4 Dead,11/17/2008,Certain Affinity,Electronic Arts,FPS,Mature,PC
NHL 2K11,9/15/2009,Visual Concepts,2K Sports,Hockey Sim,Everyone +10,iOS (iPhone/iPad)
Road to India: Between Hell and Nirvana,9/16/2001,Microids,Microids,Adventure,Everyone,PC
Patrician III: Rise of the Hanse,10/31/2003,Ascaron Entertainment,Encore Software,Real-Time Strategy,Everyone,PC
The Elder Scrolls IV: Shivering Isles,3/26/2007,Bethesda Softworks,Bethesda Softworks,Western RPG,Mature,Xbox 360
Still Life,6/6/2005,Microids,The Adventure Company,Point-and-Click,Mature,Xbox
Past Cure,2/23/2018,Phantom 8,Phantom 8,Survival,Mature,Xbox One
One Piece: World Seeker,3/15/2019,Ganbarion,Bandai Namco Games,Open-World Action,Teen,PlayStation 4
SoulCalibur IV,7/29/2008,Project Soul,Namco Bandai Games,3D Fighting,Teen,PlayStation 3
Outriders,4/1/2021,People Can Fly,Square Enix,Third Person Shooter,Mature,PlayStation 4
Contra: Rogue Corps,9/24/2019,Toylogic,Konami,Top-Down Shoot-'Em-Up,Mature,Nintendo Switch
Friday the 13th: The Game,5/25/2017,IllFonic,Gun Interactive,Survival,Mature,PC
SaGa Frontier Remastered,4/15/2021,Bullets,Square Enix,JRPG,Teen,PlayStation 4
Diablo III: Ultimate Evil Edition,8/19/2014,Blizzard Entertainment,Blizzard Entertainment,Action RPG,Mature,PlayStation 4
Tin Hearts,5/16/2023,Rogue Sun,Wired Productions,Action Puzzle,Everyone,PC
Jet Force Gemini,10/11/1999,Rare Ltd.,Rare Ltd.,Third Person Shooter,Teen,Nintendo 64
Golden Sun,11/11/2001,Camelot Software Planning,Nintendo,JRPG,Everyone,Game Boy Advance
Pine,11/26/2019,Twirlbound,Twirlbound,Open-World Action,Everyone +10,Nintendo Switch
Reality Fighters,3/13/2012,Novarama,SCEA,Action,Teen,PlayStation Vita
Mighty Flip Champs!,6/1/2009,WayForward,WayForward,Action Puzzle,Everyone,DS
Dynasty Tactics 2,9/23/2003,Koei,Koei,Turn-Based Strategy,Teen,PlayStation 2
The Walking Dead: Michonne - A Telltale Miniseries,4/26/2016,Skybound Games,Telltale Games,Third-Person Adventure,Mature,PC
Song of Nunu: A League of Legends Story,11/1/2023,Tequila Works,Riot Forge,Third-Person Adventure,Everyone +10,PC
WRC Powerslide,3/8/2013,Milestone S.r.l,Milestone S.r.l,Auto Racing,Everyone,PlayStation 3
Gurumin: A Monstrous Adventure,2/12/2007,Falcom,Mastiff,Action RPG,Everyone +10,3DS
The Next Big Thing,4/21/2011,Pendulo Studios,Focus Home Interactive,Adventure,Everyone +10,PC
Onechanbara: Bikini Zombie Slayers,2/10/2009,Tamsoft,D3Publisher,3D Beat-'Em-Up,Mature,Wii
The Last of Us Part I,9/2/2022,Naughty Dog,Sony Interactive Entertainment,Linear Action Adventure,Mature,PlayStation 5
Deus Ex: Mankind Divided - A Criminal Past,2/23/2017,Eidos Montreal,Square Enix,Action Adventure,Mature,PC
Dynasty Warriors 5: Xtreme Legends,11/16/2005,Omega Force,Koei,3D Beat-'Em-Up,Teen,PlayStation 2
Rise of the Argonauts,12/16/2008,Liquid Entertainment,Codemasters,Action RPG,Mature,PlayStation 3
Amnesia: The Dark Descent,9/8/2010,Frictional Games,Frictional Games,Survival,Mature,PC
Fire Emblem: Path of Radiance,10/17/2005,Intelligent Systems,Nintendo,Turn-Based Tactics,Teen,GameCube
Super Robot Taisen: Original Generation 2,11/14/2006,Banpresto,Atlus,Turn-Based Tactics,Teen,Game Boy Advance
Fullmetal Alchemist and the Broken Angel,1/18/2005,Racjin,Square Enix,Action RPG,Teen,PlayStation 2
Forza Horizon 2 Presents Fast & Furious,3/27/2015,Playground Games,Microsoft Game Studios,Auto Racing Sim,Everyone +10,Xbox One
The friends of Ringo Ishikawa,4/3/2019,yeo,CIRCLE Entertainment,2D Beat-'Em-Up,Mature,Nintendo Switch
Endling - Extinction is Forever,7/19/2022,Herobeat Studios,HandyGames,Action Adventure,Teen,iOS (iPhone/iPad)
Galerians: Ash,2/3/2003,Polygon Magic,Sammy Studios,Survival,Teen,PlayStation 2
Paradise Lost,3/24/2021,PolyAmorous,All in! Games,First-Person Adventure,Mature,PC
Toki Tori,6/2/2008,Two Tribes,Two Tribes,Action Puzzle,Everyone,Wii
Penny-Punching Princess,4/3/2018,Nippon Ichi Software,NIS America,Action RPG,Teen,PlayStation Vita
Rage of the Gladiator,3/15/2010,Ghostfire Games,Ghostfire Games,2D Beat-'Em-Up,Teen,Wii
Assassin's Creed Mirage,10/5/2023,Ubisoft Bordeaux,Ubisoft,Open-World Action,Mature,PlayStation 5
chick chick BOOM,12/27/2010,Tons of Bits,Tons of Bits,Action,Everyone +10,Wii
Secret Files: Tunguska,10/30/2006,Fusionsphere Systems,The Adventure Company,Point-and-Click,Teen,iOS (iPhone/iPad)
Dedede's Drum Dash Deluxe,8/29/2014,HAL Labs,Nintendo,Rhythm,Everyone,3DS
Atelier Meruru: The Apprentice of Arland,5/29/2012,Gust,NIS America,JRPG,Teen,PlayStation Vita
Gas Guzzlers Extreme,11/4/2016,Iceberg Interactive,Iceberg Interactive,Vehicle Combat Sim,Teen,PC
Star Wars Battlefront: Outer Rim,4/5/2016,EA DICE,Electronic Arts,Tactical FPS,Teen,PlayStation 4
Attack on Pearl Harbor,8/6/2007,3D People,cdv Software,Aircraft Combat Sim,Teen,PC
Madden NFL Football,3/22/2011,EA Tiburon,Electronic Arts,Football Sim,Everyone,3DS
Bejeweled 3,12/7/2010,PopCap,PopCap,Matching Puzzle,Everyone,PlayStation 3
Kirby's Return to Dream Land,10/24/2011,HAL Labs,Nintendo,2D Platformer,Everyone +10,Wii
FIFA 23,9/27/2022,EA Sports,Electronic Arts,Soccer Sim,Everyone,PlayStation 5
Gungrave G.O.R.E,11/22/2022,IGGYMOB,Koch Media,Third Person Shooter,Mature,PlayStation 4
Taito Legends,10/25/2005,Empire Oxford,Sega,Compilation,Teen,PC
EverQuest Online Adventures,2/9/2003,Sony Online Entertainment,Sony Online Entertainment,MMORPG,Teen,PlayStation 2
J-Stars Victory Vs+,6/30/2015,Spike Chunsoft,Bandai Namco Games,3D Fighting,Teen,PlayStation 4
Yakuza 3,3/9/2010,Ryu ga Gotoku Studios,Sega,Open-World Action,Mature,PlayStation 3
NHL 23,10/11/2022,EA Vancouver,Electronic Arts,Hockey Sim,Everyone +10,PlayStation 5
SkyDrift,9/7/2011,Digital Reality,Digital Reality,Arcade Racing,Everyone +10,Xbox 360
Shovel Knight,6/26/2014,Yacht Club Games,Yacht Club Games,2D Platformer,Everyone,Wii U
.detuned,10/15/2009,.theprodukkt,SCEA,Rhythm,Everyone,PlayStation 3
Neverwinter Nights 2: Storm of Zehir,11/18/2008,Obsidian Entertainment,Atari SA,Western RPG,Teen,PC
Assassin's Creed: Altair's Chronicles,2/5/2008,Gameloft,Ubisoft,Action Adventure,Teen,DS
Pang Adventures,4/19/2016,Pasta Games,DotEmu,2D Platformer,Everyone,PlayStation 4
The Nioh Collection,2/5/2021,Team Ninja,Sony Interactive Entertainment,Compilation,Mature,PlayStation 5
Capcom Arcade 2nd Stadium,7/22/2022,Capcom,Capcom,Compilation,Teen,Nintendo Switch
The Legend of Heroes: Trails into Reverie,7/7/2023,Falcom,NIS America,JRPG,Teen,PlayStation 4
Yoku's Island Express,5/29/2018,Villa Gorilla,Villa Gorilla,Pinball,Everyone +10,PC
Hot Shots Golf Fore!,8/17/2004,Clap Hanz,SCEA,Golf,Everyone,PlayStation 2
Carcassonne,6/27/2007,Sierra Online,Sierra Online,Board,Everyone,Xbox 360
Return to Monkey Island,9/19/2022,Terrible Toybox,Devolver Digital,Point-and-Click,Everyone +10,PC
Knights and Bikes,8/27/2019,Foam Sword,Double Fine Productions,Action Adventure,Everyone +10,PC
The Vanishing of Ethan Carter,9/25/2014,The Astronauts,The Astronauts,First-Person Adventure,Mature,PC
Fracture (2008),10/7/2008,Day 1 Studios,LucasArts,Third Person Shooter,Teen,PlayStation 3
Dead or Alive Paradise,3/30/2010,Team Ninja,Tecmo,Party,Mature,PSP
Don't Knock Twice,9/5/2017,Wales Interactive,Wales Interactive,First-Person Adventure,Mature,PC
The Muppets: Movie Adventures,9/1/2015,Virtual Toys,SCEA,3D Platformer,Everyone,PlayStation Vita
Fairy Fencer F: Advent Dark Force,7/26/2016,Compile Heart,Idea Factory,JRPG,Teen,PlayStation 4
The Elder Scrolls V: Skyrim Special Edition,11/17/2017,Iron Galaxy Studios,Bethesda Softworks,Western RPG,Mature,Nintendo Switch
Senran Kagura Shinovi Versus,10/14/2014,Tamsoft,XSEED Games,Action,Mature,PlayStation Vita
Twin Sector,12/5/2009,DNS Development,Headup Games,Linear Action Adventure,Everyone +10,PC
Kirby's Extra Epic Yarn,3/8/2019,Good-Feel,Nintendo,2D Platformer,Everyone,3DS
Atelier Rorona: The Alchemist of Arland,9/28/2010,Gust,NIS America,JRPG,Teen,PlayStation 3
SNK vs. Capcom: Card Fighters' Clash,1/12/2022,SNK,SNK,Card Battle,Everyone,Nintendo Switch
Need for Speed: Rivals,11/15/2013,Ghost Games,Electronic Arts,Auto Racing Sim,Everyone +10,Xbox 360
Dance Central (2010),11/4/2010,Harmonix Music Systems,MTV Games,Dancing,Teen,Xbox 360
Pokemon Ultra Sun,11/17/2017,Game Freak,Nintendo,Trainer RPG,Everyone,3DS
Shaun White Snowboarding: World Stage,11/8/2009,Ubisoft,Ubisoft,Skiing,Everyone,Wii
Batman: Vengeance,10/23/2001,Ubisoft,Ubisoft,Action Adventure,Teen,PlayStation 2
Borderlands: The Secret Armory of General Knoxx,2/23/2010,Gearbox Software,2K Games,FPS,Mature,PlayStation 3
The Legend of Heroes: Trails of Cold Steel II,9/6/2016,Falcom,XSEED Games,JRPG,Teen,PlayStation Vita
Akiba's Beat,5/16/2017,Acquire,XSEED Games,Action RPG,Teen,PlayStation 4
DreamWorks Madagascar: Escape 2 Africa,11/4/2008,Toys for Bob,Activision,Action Adventure,Everyone +10,DS
Dungeon Travelers 2: The Royal Library & the Monster Seal,8/18/2015,Aqua Plus,Atlus,Western RPG,Mature,PlayStation Vita
Spectrobes: Beyond the Portals,10/7/2008,Jupiter Corporation,Disney Interactive Studios,Action RPG,Everyone +10,DS
Afro Samurai,1/27/2009,Namco Bandai Games,Namco Bandai Games,3D Beat-'Em-Up,Mature,Xbox 360
Republique Remastered,3/22/2016,"Camouflaj, LLC",GungHo,Linear Action Adventure,Mature,PlayStation 4
Gyrostarr,6/23/2008,High Voltage Software,High Voltage Software,Top-Down Shoot-'Em-Up,Everyone,Wii
Grand Prix 3,8/24/2000,Hasbro Interactive,Hasbro Interactive,Auto Racing Sim,Everyone,PC
EverQuest: Gates of Discord,2/9/2004,Sony Online Entertainment,Sony Online Entertainment,MMORPG,Teen,PC
Pokemon Scarlet / Pokemon Violet: The Hidden Treasure of Area Zero - Part 2: The Indigo Disk,12/14/2023,Game Freak,The Pokemon Company,Trainer RPG,Everyone,Nintendo Switch
Tomb Raider: Legend,4/11/2006,Crystal Dynamics,Eidos Interactive,Linear Action Adventure,Teen,Game Boy Advance
Animal Crossing: New Horizons,3/20/2020,Nintendo,Nintendo,Virtual Life,Everyone,Nintendo Switch
Tribes: Vengeance,10/12/2004,Irrational Games,VU Games,FPS,Teen,PC
Xeodrifter,12/11/2014,Renegade Kid,Renegade Kid,2D Platformer,Everyone,3DS
PixelJunk 4am,5/15/2012,Q-Games,SCEA,Application,Everyone,PlayStation 3
Sam & Max Episode 202: Moai Better Blues,1/10/2008,Telltale Games,Telltale Games,Point-and-Click,Teen,iOS (iPhone/iPad)
RiME,5/26/2017,Tequila Works,Tequila Works,Third-Person Adventure,Everyone +10,PlayStation 4
Ninja Gaiden 3,3/20/2012,Team Ninja,Tecmo Koei Games,Action Adventure,Mature,PlayStation 3
Madden NFL 08,8/14/2007,EA Tiburon,EA Sports,Football Sim,Everyone,Xbox 360
Darksiders Genesis,12/5/2019,Airship Syndicate Entertainment,THQ Nordic,Action RPG,Teen,PlayStation 4
Sly 2: Band of Thieves,9/14/2004,Sucker Punch,SCEA,3D Platformer,Everyone,PlayStation 2
Layton's Mystery Journey: Katrielle and The Millionaires' Conspiracy - Deluxe Edition,11/8/2019,h.a.n.d. Inc.,Level 5,Puzzle,Everyone +10,Nintendo Switch
Pirates of Black Cove,8/2/2011,Nitro Games,Paradox Interactive,Strategy,Teen,PC
Command & Conquer: Red Alert,11/22/1996,Westwood Studios,Westwood Studios,Command RTS,Teen,PC
Hexologic,6/11/2018,MythicOwl,MythicOwl,Puzzle,Everyone,PC
World War III: Black Gold,10/16/2001,Reality Pump,JoWooD Entertainment AG,Real-Time Strategy,Teen,PC
Mitsurugi Kamui Hikae,2/16/2016,Zenith Blue,Playism,3D Beat-'Em-Up,Teen,PlayStation 4
Forspoken,1/24/2023,Luminous Productions,Square Enix,Action RPG,Mature,PlayStation 5
Cooking Mama 3: Shop & Chop,10/20/2009,Office Create,Majesco,Virtual Career,Everyone,DS
The Saga of Ryzom,9/20/2004,Nevrax,Tri Synergy,MMORPG,Teen,PC
Drakan: The Ancients' Gates,1/28/2002,Surreal Software,SCEA,Action Adventure,Mature,PlayStation 2
Catwoman (2004),7/20/2004,Argonaut Games,EA Games,Action Adventure,Teen,Xbox
Blanc,2/14/2023,Casus Ludi,Gearbox Publishing,Third-Person Adventure,Everyone,Nintendo Switch
Lips: Number One Hits,10/20/2009,iNiS,Microsoft Game Studios,Rhythm,Teen,Xbox 360
Airborne Assault: Red Devils Over Arnhem,6/17/2002,Panther Games,Battlefront.com,Real-Time Strategy,Everyone,PC
Star Trek: D-A-C,5/13/2009,Naked Sky Entertainment,Paramount Digital Entertainment,Space Combat Sim,Everyone,PC
Catherine,7/26/2011,Atlus,Atlus,Survival,Mature,Xbox 360
Looney Tunes: Space Race,11/27/2000,Melbourne House,Infogrames,Future Racing,Everyone,Dreamcast
Arena Football: Road to Glory,2/20/2007,BudCat,EA Sports,Football Sim,Everyone +10,PlayStation 2
Scooby-Doo! Night of 100 Frights,5/20/2002,Heavy Iron Studios,THQ,3D Platformer,Everyone,Xbox
Photo Dojo,5/10/2010,Nintendo,Nintendo,2D Beat-'Em-Up,Everyone +10,DS
BlazBlue: Central Fiction,11/1/2016,Arc System Works,Aksys Games,2D Fighting,Teen,PC
Nintendo Labo: Toycon 04 VR Kit,5/12/2019,Nintendo,Nintendo,Action,Everyone +10,Nintendo Switch
Hearts of Iron II,1/4/2005,Paradox Development Studio,Paradox Interactive,Real-Time Strategy,Everyone,PC
Earth Defense Force 2017,3/20/2007,Sandlot,D3Publisher,Third Person Shooter,Teen,Xbox 360
Conarium,6/6/2017,Zoetrope Interactive,Iceberg Interactive,First-Person Adventure,Teen,PC
CivCity: Rome,7/24/2006,FireFly Studios,2K Games,Management,Everyone +10,PC
X-MEN ORIGINS: WOLVERINE,5/1/2009,Raven Software,Activision,3D Beat-'Em-Up,Mature,Xbox 360
Bee Simulator,11/14/2019,Varsav Game Studios,Bigben Interactive,Open-World Action,Everyone,Nintendo Switch
Contra ReBirth,9/7/2009,M2,Konami,2D Platformer,Everyone +10,Wii
Forgotten Realms: Demon Stone,9/14/2004,Stormfront Studios,Atari SA,3D Beat-'Em-Up,Teen,PlayStation 2
Tom Clancy's Splinter Cell: Conviction,4/13/2010,Ubisoft Montreal,Ubisoft,Action Adventure,Mature,Xbox 360
Ghost of Tsushima,7/17/2020,Sucker Punch,Sony Interactive Entertainment,Open-World Action,Mature,PlayStation 4
Theatrhythm Final Bar Line,2/16/2023,indieszero,Square Enix,Rhythm,Teen,Nintendo Switch
Midnight Club: Street Racing,10/25/2000,Angel Studios,Rockstar Games,Auto Racing Sim,Teen,PlayStation 2
Besieger,6/2/2004,Primal Software,DreamCatcher Interactive,Real-Time Strategy,Mature,PC
SolSeraph,7/10/2019,ACE Team,Sega,Action Adventure,Everyone,Nintendo Switch
DK: King of Swing,9/19/2005,Paon Corporation,Nintendo,2D Platformer,Everyone,Game Boy Advance
Beat Saber,11/20/2018,Hyperbolic Magnetism,Beat Games s.r.o.,Rhythm,Everyone,PC
Enemy Front,6/10/2014,CI Games,CI Games,Tactical FPS,Mature,PlayStation 3
Deus Ex: Human Revolution - The Missing Link,10/18/2011,Eidos Montreal,Square Enix,Action Adventure,Mature,PlayStation 3
